SMILES
CCOC(=O)/C(=C\N(C)C)C(=O)c1cc(F)c(Cl)c(C#N)c1Cl
COc1ccc(NC(=O)C(Cl)(Cl)Cl)cc1
CC(C)(C)c1cc(Br)cc(/C=N/NC(N)=S)c1O
COc1ccccc1C(=O)CCN(C)C
Fc1cc(Br)cc(I)c1Br
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)O
CC[C@H](C(=O)N[C@@H](C)CC)N(c1ccc(F)cc1)S(C)(=O)=O
CC(C)(C)CS(=O)(=O)/N=C(\O)Cc1c(F)cccc1F
COc1cc(C=O)cc(OC)c1OCC(F)F
CC(C)CCNC(=O)c1cc(Br)ccc1Cl
CSc1ccc(CNC(=O)N[C@H](C(N)=O)C(C)C)cc1
CCOC(=O)/C(=C/c1ccc(O)c(OCC)c1)C(C)=O
CN(Cc1ccc(F)cc1)C(=O)CN
CC(=O)CC(=O)Nc1cccc(NC(=O)CC(C)=O)c1
O=C(O)CCNc1cccc([N+](=O)[O-])c1
CN(C)NC(=S)Nc1ccccc1F
CN[C@H](C(=O)OC)c1cc(F)ccc1F
COC(=O)Cc1cc(Br)ccc1Cl
CNc1c(N)cc(Br)c(F)c1F
CN(C)c1ccc(CC=O)cc1
CCCCNC(=O)NS(=O)(=O)c1ccc(OCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc1
CCOC(=O)[C@H](C)NC(=O)C(O)[C@H](N)CSCc1ccccc1
COC[C@@H](C)NC(=O)/C=C/c1ccccc1OC
Cc1ccc(/C(N)=N/O)cc1Cl
CC(C)C(NS(=O)(=O)Cc1cccc([N+](=O)[O-])c1)C(C)C
CC[C@H](C)c1ccc(Cl)cc1
CC[C@H](C)NC(=O)[C@@H](C)Sc1ccc(C)cc1
O=Cc1ccc(F)cc1C(F)(F)F
CN(C)Cc1ccc(N)cc1Cl
CC[C@](C)(S)[P@](=O)(O)c1ccccc1
CC(C)(C)OC(=O)NC[C@@H](N)c1ccccc1C#N
CC(C)=C/C(C)=C\c1ccccc1
N#Cc1c(N)c(Cl)c(F)c(C#N)c1F
CC(C)(C)SCCNC(=O)c1cccc([N+](=O)[O-])c1
CCN[C@](C)(C(=O)O)c1cccc(C(F)(F)F)c1
CCN(CC)S(=O)(=O)c1ccc(F)c(C(=O)O)c1
CCCCCCCCC/C=C/CCCc1ccc(O)cc1
CCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
CCC[C@@H](NC(=O)c1ccccc1)C(=O)OC
CCOC(=O)[C@H](C(C)=O)[C@H](C(=O)OCC)/C(C)=N/NC(=S)c1ccccc1
CCOc1ccc(C(=O)OC)cc1Cl
Cc1cccc(C(F)(F)F)c1Br
CCOC(=O)C[C@@H](C#N)c1ccccc1Br
N#CCCOc1ccc(Cl)cc1F
O=C(O)[C@@H](CC(=O)Nc1ccc(O)cc1)NCCO
C[C@@H](Nc1ccc(C#N)cc1Cl)C(C)(C)O
Cc1ccc(C)c(Br)c1C
CC(=O)c1ccc(OCC(=O)C(C)(C)C)cc1
CCCCCCCCOCCNC(=O)c1ccc(Br)cc1
CC(=O)[C@@H](C#N)c1ccccc1[N+](=O)[O-]
CC(C)(CO)NC(=O)c1cccc([N+](=O)[O-])c1
NS(=O)(=O)c1cc(Cl)ccc1Cl
NC[C@@H](N)c1c(F)cccc1Cl
CC(C)NC(=O)c1cccc(S(N)(=O)=O)c1
CC[C@@](Br)([C@@H](O)c1ccc(F)cc1)S(=O)(=O)CC
C=CCN(CC=C)C(=O)c1cc(OC)cc(OC)c1
Cc1cc(O[C@H](C)C(=O)NCCC(C)C)cc(C)c1Cl
CC(=O)N/C(=C\c1ccc(F)cc1F)C(=O)O
COc1ccccc1C[C@@H](C)N(C)S(C)(=O)=O
CCN(CC)CCOC(=O)Nc1cc(Cl)cc(Cl)c1
Cc1cccc(COCCN)c1
O=C(Nc1ccc(Cl)cc1Cl)OCC(F)(F)F
NCc1cccc(S(=O)(=O)C(F)(F)F)c1
CO[C@H](Cc1cc(C)ccc1C)C(=O)O
CCCCNc1ccc(C(F)(F)F)cc1N
O=C(O)CNc1cc([S@](=O)C(F)(F)C(F)(F)C(F)(F)F)ccc1Cl
COc1ccc(C(=O)CC(=O)C(C)(C)C)cc1
N=C(N)c1cc(Cl)ccc1[N+](=O)[O-]
CC(C)C[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)NC#N
C=CCc1ccc(F)c(F)c1
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(C(C)(C)C)cc1)C(=O)O
CCOc1cc(CNCCC(=O)O)ccc1OCCO
COC(=O)Cc1cc(F)c(F)cc1Br
CCCCOc1ccccc1NC(=O)[C@@](F)(OC)C(F)(F)F
CC[C@H](Oc1ccccc1C)C(=O)NC(C)(C)C
CCOCCCNC(=O)CN(C)S(=O)(=O)c1cc(C)ccc1C
C=CCNC(=O)c1ccccc1NC(=O)C(=O)NCCCOC
O=C(O)CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl
Cc1ccc(C(=O)C(F)F)cc1Cl
CC(C)(C)/[N+]([O-])=C/c1ccc(OCCCO[N+](=O)[O-])cc1
CCC[C@H](C)NC(=O)[C@H](C)N(c1ccc(F)c(F)c1)S(C)(=O)=O
CCNC(=O)c1cc(SC)ccc1C
CN(C)CCNC(=O)Nc1cccc(Cl)c1
Nc1ccc(OCCC(F)(F)C(F)(F)F)cc1
O=C(O)c1cc(OC(F)(F)F)ccc1Cl
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
C=C(C)CNC(=S)Nc1ccccc1[C@H](C)CC
O=C(O)CNS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl
CC(C)(C)SCCNS(=O)(=O)c1ccc(Br)cc1
COc1ccc([N+](=O)[O-])cc1NS(C)(=O)=O
CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)ccc1O
CNc1c(OC)cc(Br)cc1[N+](=O)[O-]
CC(C)Cc1ccc(/C=C/C(=O)N(C)O)cc1
